"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,JCR Abbreviated Title,Total Cites,Journal Impact Factor,Eigenfactor Score
1889,SYSTEMATIC ENTOMOLOGY,SYST ENTOMOL,"2,535",3.727,0.004280
1892,Genome Biology and Evolution,GENOME BIOL EVOL,"6,587",3.726,0.026070
1893,Algal Research-Biomass Biofuels and Bioproducts,ALGAL RES,"4,778",3.723,0.010660
1894,Frontiers in Molecular Neuroscience,FRONT MOL NEUROSCI,"4,752",3.720,0.014220
1895,Advances in Wound Care,ADV WOUND CARE,"2,002",3.714,0.005720
1895,LWT-FOOD SCIENCE AND TECHNOLOGY,LWT-FOOD SCI TECHNOL,"25,642",3.714,0.032240
1895,TELEMATICS AND INFORMATICS,TELEMAT INFORM,"2,253",3.714,0.003600
1898,Pediatric Obesity,PEDIATR OBES,"1,944",3.713,0.005640
1899,ENVIRONMENTAL AND EXPERIMENTAL BOTANY,ENVIRON EXP BOT,"10,065",3.712,0.009540
1899,FARADAY DISCUSSIONS,FARADAY DISCUSS,"9,977",3.712,0.017560
1901,CLINICAL AND EXPERIMENTAL IMMUNOLOGY,CLIN EXP IMMUNOL,"13,463",3.711,0.013870
1901,DNA REPAIR,DNA REPAIR,"5,058",3.711,0.011920
1903,International Small Business Journal-Researching Entrepreneurship,INT SMALL BUS J,"2,961",3.706,0.002580
1904,Annual Review of Economics,ANNU REV ECON,"1,537",3.705,0.010330
1904,PHARMACOECONOMICS,PHARMACOECONOMICS,"4,775",3.705,0.009090
1904,PHARMACOECONOMICS,PHARMACOECONOMICS,"4,775",3.705,0.009090
1907,JOURNAL OF HOSPITAL INFECTION,J HOSP INFECT,"7,963",3.704,0.010240
1907,PSYCHONOMIC BULLETIN & REVIEW,PSYCHON B REV,"11,926",3.704,0.020880
1909,REVIEWS IN MEDICAL VIROLOGY,REV MED VIROL,"1,883",3.702,0.002930
1910,MICROBIOLOGICAL RESEARCH,MICROBIOL RES,"4,610",3.701,0.006580
1911,Advances in Applied Microbiology,ADV APPL MICROBIOL,"1,695",3.700,0.001850
1911,Progress in Optics,PROG OPTICS,959,3.700,0.000490
1913,EXPERT OPINION ON THERAPEUTIC PATENTS,EXPERT OPIN THER PAT,"2,949",3.699,0.005460
1914,CURRENT PROBLEMS IN CANCER,CURR PROB CANCER,525,3.698,0.000880
1914,Chemistry-An Asian Journal,CHEM-ASIAN J,"12,018",3.698,0.020350
1914,JOURNAL OF NEPHROLOGY,J NEPHROL,"3,065",3.698,0.004370
1914,Journal of Parkinsons Disease,J PARKINSON DIS,"1,768",3.698,0.006340
1918,Autism Research,AUTISM RES,"2,941",3.697,0.008050
1918,Autism Research,AUTISM RES,"2,941",3.697,0.008050
1920,Alexandria Engineering Journal,ALEX ENG J,"3,132",3.696,0.004330
1921,MOLECULAR AND CELLULAR ENDOCRINOLOGY,MOL CELL ENDOCRINOL,"15,665",3.693,0.020780
1921,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,TRANSPORT RES A-POL,"9,871",3.693,0.012230
1921,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,TRANSPORT RES A-POL,"9,871",3.693,0.012230
1924,Journal of Cell Communication and Signaling,J CELL COMMUN SIGNAL,"1,026",3.691,0.001580
1924,SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,SPACE WEATHER,"2,440",3.691,0.004650
1926,Annals of Translational Medicine,ANN TRANSL MED,"3,430",3.689,0.010900
1927,Orphanet Journal of Rare Diseases,ORPHANET J RARE DIS,"6,654",3.687,0.015850
1928,FOOD QUALITY AND PREFERENCE,FOOD QUAL PREFER,"7,933",3.684,0.008990
1928,LABORATORY INVESTIGATION,LAB INVEST,"10,025",3.684,0.009110
1928,World Allergy Organization Journal,WORLD ALLERGY ORGAN,"1,733",3.684,0.003150
1931,Database-The Journal of Biological Databases and Curation,DATABASE-OXFORD,"3,078",3.683,0.011570
1931,LANGMUIR,LANGMUIR,"117,927",3.683,0.096000
1931,Targeted Oncology,TARGET ONCOL,"1,135",3.683,0.002830
1934,EUROPEAN CELLS & MATERIALS,EUR CELLS MATER,"3,184",3.682,0.003620
1934,European Journal of Psychology Applied to Legal Context,EUR J PSYCHOL APPL L,202,3.682,0.000420
1936,ANNALS OF SURGICAL ONCOLOGY,ANN SURG ONCOL,"28,017",3.681,0.051010
1936,BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,BBA-GEN SUBJECTS,"15,074",3.681,0.025420
1936,GEOMORPHOLOGY,GEOMORPHOLOGY,"22,272",3.681,0.026210
1939,CLINICAL NEUROPHYSIOLOGY,CLIN NEUROPHYSIOL,"19,574",3.675,0.021420
1940,CATALYSIS COMMUNICATIONS,CATAL COMMUN,"15,021",3.674,0.014180
1941,ADVANCES IN WATER RESOURCES,ADV WATER RESOUR,"11,300",3.673,0.018170
1941,INTERNATIONAL JOURNAL OF FATIGUE,INT J FATIGUE,"13,715",3.673,0.014320
1943,JOURNAL OF RETAILING,J RETAILING,"7,649",3.671,0.003650
1944,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,APPL MICROBIOL BIOT,"43,697",3.670,0.047570
1944,BMC PLANT BIOLOGY,BMC PLANT BIOL,"11,485",3.670,0.021260
1946,JOURNAL OF DEMOCRACY,J DEMOCR,"3,581",3.667,0.005270
1947,BIOPHYSICAL JOURNAL,BIOPHYS J,"53,720",3.665,0.054120
1948,Social Cognitive and Affective Neuroscience,SOC COGN AFFECT NEUR,"6,966",3.662,0.020900
1948,Social Cognitive and Affective Neuroscience,SOC COGN AFFECT NEUR,"6,966",3.662,0.020900
1950,European Journal of Internal Medicine,EUR J INTERN MED,"4,559",3.660,0.009420
1951,Journal of Attention Disorders,J ATTEN DISORD,"3,436",3.656,0.006340
1951,Journal of Attention Disorders,J ATTEN DISORD,"3,436",3.656,0.006340
1953,MATURITAS,MATURITAS,"6,920",3.654,0.011270
1954,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,J FRANKLIN I,"8,584",3.653,0.017220
1955,Bone & Joint Research,BONE JOINT RES,"1,111",3.652,0.004080
1956,EUROPEAN JOURNAL OF HUMAN GENETICS,EUR J HUM GENET,"9,874",3.650,0.023480
1957,Journal of Sexual Medicine,J SEX MED,"9,915",3.649,0.014920
1957,MOLECULAR MICROBIOLOGY,MOL MICROBIOL,"34,724",3.649,0.030700
1957,MOLECULAR PLANT-MICROBE INTERACTIONS,MOL PLANT MICROBE IN,"11,283",3.649,0.008960
1960,Frontiers in Neuroscience,FRONT NEUROSCI-SWITZ,"13,198",3.648,0.042980
1961,JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY,J ANAL ATOM SPECTROM,"9,448",3.646,0.010000
1962,Current Rheumatology Reports,CURR RHEUMATOL REP,"2,855",3.645,0.005600
1963,Journal of Sport and Health Science,J SPORT HEALTH SCI,"1,017",3.644,0.002890
1963,Journal of Sport and Health Science,J SPORT HEALTH SCI,"1,017",3.644,0.002890
1965,GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS,GOVERNANCE,"2,335",3.643,0.003870
1965,SAUDI PHARMACEUTICAL JOURNAL,SAUDI PHARM J,"2,321",3.643,0.003870
1967,EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,EUR J VASC ENDOVASC,"9,293",3.642,0.012760
1967,JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,"2,851",3.642,0.004030
1969,Current Topics in Developmental Biology,CURR TOP DEV BIOL,"3,196",3.641,0.008440
1970,Digestive Endoscopy,DIGEST ENDOSC,"2,548",3.640,0.006320
1970,Horticulture Research,HORTIC RES-ENGLAND,713,3.640,0.001990
1972,International Business Review,INT BUS REV,"4,879",3.639,0.003820
1973,CLINICAL CHEMISTRY AND LABORATORY MEDICINE,CLIN CHEM LAB MED,"8,075",3.638,0.012680
1974,REVIEW OF ECONOMICS AND STATISTICS,REV ECON STAT,"15,949",3.636,0.032020
1975,AUTONOMOUS ROBOTS,AUTON ROBOT,"3,460",3.634,0.004060
1975,Conservation Physiology,CONSERV PHYSIOL,"1,126",3.634,0.003890
1975,Frontiers in Endocrinology,FRONT ENDOCRINOL,"5,530",3.634,0.015790
1975,JOURNAL OF RHEUMATOLOGY,J RHEUMATOL,"23,342",3.634,0.022660
1975,VADOSE ZONE JOURNAL,VADOSE ZONE J,"4,450",3.634,0.005000
1980,Frontiers in Aging Neuroscience,FRONT AGING NEUROSCI,"6,791",3.633,0.020920
1980,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,J GEOPHYS RES-ATMOS,"71,714",3.633,0.083610
1982,JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY,J BIOL INORG CHEM,"4,310",3.632,0.004870
1982,JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,J GASTROEN HEPATOL,"12,424",3.632,0.017590
1984,CORAL REEFS,CORAL REEFS,"7,312",3.631,0.007680
1984,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,SCAND J MED SCI SPOR,"8,919",3.631,0.014160
1986,Food Packaging and Shelf Life,FOOD PACKAGING SHELF,769,3.630,0.001370
1986,Mobile DNA,MOBILE DNA-UK,725,3.630,0.003610
1988,SEMINARS IN NEPHROLOGY,SEMIN NEPHROL,"2,881",3.629,0.004130
1989,GERONTOLOGIST,GERONTOLOGIST,"10,364",3.628,0.010690
1989,MOLECULAR ENDOCRINOLOGY,MOL ENDOCRINOL,"11,646",3.628,0.008630
1991,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,J ENVIRON PSYCHOL,"9,458",3.626,0.007760
1992,HUMAN RESOURCE MANAGEMENT REVIEW,HUM RESOUR MANAGE R,"2,086",3.625,0.002290
1992,JOURNAL OF FOOD ENGINEERING,J FOOD ENG,"27,021",3.625,0.018300
1994,JOURNAL OF SCIENCE AND MEDICINE IN SPORT,J SCI MED SPORT,"6,707",3.623,0.011830
1995,Brain Structure & Function,BRAIN STRUCT FUNCT,"6,077",3.622,0.019510
1995,Smart Structures and Systems,SMART STRUCT SYST,"2,156",3.622,0.003300
1997,EUROPEAN POLYMER JOURNAL,EUR POLYM J,"20,109",3.621,0.020620
1997,Journal of Geophysical Research-Biogeosciences,J GEOPHYS RES-BIOGEO,"8,554",3.621,0.015590
1999,Chinese Journal of Cancer,CHIN J CANCER,"2,222",3.620,0.003930
2000,SAFETY SCIENCE,SAFETY SCI,"9,895",3.619,0.011840
2001,CHEMICAL GEOLOGY,CHEM GEOL,"35,326",3.618,0.033350
2001,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,INSECT BIOCHEM MOLEC,"7,657",3.618,0.008440
2003,Future Medicinal Chemistry,FUTURE MED CHEM,"3,838",3.617,0.007220
2004,Tissue Engineering Part A,TISSUE ENG PT A,"9,754",3.616,0.012370
2005,BRITISH JOURNAL OF OPHTHALMOLOGY,BRIT J OPHTHALMOL,"20,629",3.615,0.021310
2005,Dermatology and Therapy,DERMATOLOGY THER,567,3.615,0.001900
2005,JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,J PHARMACOL EXP THER,"29,102",3.615,0.016910
2008,MICROBIAL ECOLOGY,MICROB ECOL,"10,808",3.611,0.011280
2009,MOLECULAR GENETICS AND METABOLISM,MOL GENET METAB,"7,018",3.610,0.009890
2009,TRANSFUSION MEDICINE REVIEWS,TRANSFUS MED REV,"1,434",3.610,0.002890
2011,CURRENT HYPERTENSION REPORTS,CURR HYPERTENS REP,"2,900",3.606,0.006430
2011,SEMINARS IN ONCOLOGY,SEMIN ONCOL,"4,987",3.606,0.006610
2013,IET Renewable Power Generation,IET RENEW POWER GEN,"4,035",3.605,0.006940
2013,Social Psychological and Personality Science,SOC PSYCHOL PERS SCI,"2,785",3.605,0.012500
2015,MECHANISMS OF AGEING AND DEVELOPMENT,MECH AGEING DEV,"5,666",3.603,0.005020
2015,OBESITY SURGERY,OBES SURG,"12,860",3.603,0.019180
2017,INTERNATIONAL JOURNAL OF CLIMATOLOGY,INT J CLIMATOL,"20,592",3.601,0.030200
2018,Advances in Agronomy,ADV AGRON,"5,057",3.600,0.002920
2018,Business & Information Systems Engineering,BUS INFORM SYST ENG+,"1,039",3.600,0.001360
2020,BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION,BIOL BLOOD MARROW TR,"10,501",3.599,0.023950
2020,Nutrition & Metabolism,NUTR METAB,"3,332",3.599,0.004430
2022,BIOFACTORS,BIOFACTORS,"3,561",3.598,0.003160
2022,EARTH SURFACE PROCESSES AND LANDFORMS,EARTH SURF PROC LAND,"11,912",3.598,0.013550
2024,IEEE-ACM TRANSACTIONS ON NETWORKING,IEEE ACM T NETWORK,"7,956",3.597,0.016700
2025,DEVELOPMENT AND PSYCHOPATHOLOGY,DEV PSYCHOPATHOL,"10,802",3.593,0.012620
2026,Nutrition Journal,NUTR J,"4,993",3.592,0.008630
2027,NEURAL PLASTICITY,NEURAL PLAST,"3,691",3.591,0.010500
2027,NUTRITION,NUTRITION,"10,941",3.591,0.012940
2029,HAEMOPHILIA,HAEMOPHILIA,"6,425",3.590,0.007870
2029,Journal of Neurodevelopmental Disorders,J NEURODEV DISORD,"1,253",3.590,0.003420
2031,INTERNATIONAL JOURNAL OF HYPERTHERMIA,INT J HYPERTHER,"3,552",3.589,0.004020
2032,GIScience & Remote Sensing,GISCI REMOTE SENS,"1,183",3.588,0.001780
2033,EXPERT OPINION ON BIOLOGICAL THERAPY,EXPERT OPIN BIOL TH,"4,481",3.585,0.007730
2033,JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH,J GEOPHYS RES-SOL EA,"48,580",3.585,0.050910
2033,Journal of Cancer Survivorship,J CANCER SURVIV,"2,658",3.585,0.008370
2033,Journal of Cancer Survivorship,J CANCER SURVIV,"2,658",3.585,0.008370
2033,Journal of Retailing and Consumer Services,J RETAIL CONSUM SERV,"4,313",3.585,0.003670
2033,SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,SCI TECHNOL ADV MAT,"5,047",3.585,0.005870
2033,TOXICOLOGY AND APPLIED PHARMACOLOGY,TOXICOL APPL PHARM,"19,624",3.585,0.016710
2040,Best Practice & Research Clinical Gastroenterology,BEST PRACT RES CL GA,"3,386",3.583,0.005620
2040,PLANT DISEASE,PLANT DIS,"15,625",3.583,0.011520
2040,Science China-Life Sciences,SCI CHINA LIFE SCI,"2,451",3.583,0.006090
2043,Journal of NeuroEngineering and Rehabilitation,J NEUROENG REHABIL,"4,974",3.582,0.008790
2044,Journal of Clinical Lipidology,J CLIN LIPIDOL,"2,951",3.581,0.007840
2044,Neurophotonics,NEUROPHOTONICS,809,3.581,0.002760
2046,Therapeutic Advances in Neurological Disorders,THER ADV NEUROL DISO,"1,148",3.580,0.002760
2047,FOOD RESEARCH INTERNATIONAL,FOOD RES INT,"26,072",3.579,0.031630
2048,Marketing Theory,MARKETING THEOR,"1,882",3.577,0.001520
2049,ANNALS OF BEHAVIORAL MEDICINE,ANN BEHAV MED,"6,815",3.575,0.009700
2050,ARTIFICIAL INTELLIGENCE IN MEDICINE,ARTIF INTELL MED,"2,462",3.574,0.002960
2050,Current Treatment Options in Neurology,CURR TREAT OPTION NE,"1,200",3.574,0.002790
2052,EVOLUTION,EVOLUTION,"31,677",3.573,0.029000
2052,LAND USE POLICY,LAND USE POLICY,"12,353",3.573,0.018520
2054,INTERNATIONAL JOURNAL OF ONCOLOGY,INT J ONCOL,"15,977",3.571,0.021760
2054,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,J AGR FOOD CHEM,"109,151",3.571,0.066550
2054,Metallomics,METALLOMICS,"4,520",3.571,0.009150
2057,CURRENT OPINION IN CLINICAL NUTRITION AND METABOLIC CARE,CURR OPIN CLIN NUTR,"5,161",3.570,0.006420
2057,INTERNATIONAL JOURNAL OF NURSING STUDIES,INT J NURS STUD,"9,728",3.570,0.014310
2057,INTERNATIONAL JOURNAL OF NURSING STUDIES,INT J NURS STUD,"9,728",3.570,0.014310
2060,APPLIED VEGETATION SCIENCE,APPL VEG SCI,"2,148",3.568,0.003080
2061,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,PHYS CHEM CHEM PHYS,"103,307",3.567,0.191320
2061,URBAN GEOGRAPHY,URBAN GEOGR,"2,575",3.567,0.004120
2063,Frontiers in Molecular Biosciences,FRONT MOL BIOSCI,"1,069",3.565,0.004240
2063,ICARUS,ICARUS,"24,271",3.565,0.035010
2065,COMPUTER,COMPUTER,"7,260",3.564,0.005380
2065,GENETICS,GENETICS,"41,941",3.564,0.047240
2065,TOXICOLOGICAL SCIENCES,TOXICOL SCI,"17,362",3.564,0.015520
2068,OPTICS EXPRESS,OPT EXPRESS,"115,635",3.561,0.173340
2069,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,ANN ALLERG ASTHMA IM,"7,962",3.560,0.009600
2069,Journal of Transport Geography,J TRANSP GEOGR,"7,268",3.560,0.008910
2071,ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,ARCH BIOCHEM BIOPHYS,"21,948",3.559,0.014070
2071,GEOTECHNIQUE,GEOTECHNIQUE,"12,755",3.559,0.008190
2073,CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW,CLIN CHILD FAM PSYCH,"2,667",3.558,0.002540
2074,Economic Systems Research,ECON SYST RES,"1,660",3.556,0.002850
2074,IEEE MULTIMEDIA,IEEE MULTIMEDIA,"1,008",3.556,0.001450
2074,Journal of Environmental Sciences-China,J ENVIRON SCI-CHINA,"12,120",3.556,0.013210
2074,OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,OCCUP ENVIRON MED,"8,820",3.556,0.009890
2078,SMALL BUSINESS ECONOMICS,SMALL BUS ECON,"7,096",3.555,0.006470
2079,Transboundary and Emerging Diseases,TRANSBOUND EMERG DIS,"3,321",3.554,0.007140
2080,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,AM J PHYSIOL-CELL PH,"15,579",3.553,0.013140
2080,ENZYME AND MICROBIAL TECHNOLOGY,ENZYME MICROB TECH,"11,801",3.553,0.005540
2080,Electronic Markets,ELECTRON MARK,874,3.553,0.000880
2083,ENGINEERING WITH COMPUTERS,ENG COMPUT-GERMANY,"1,362",3.551,0.001990
2084,International Journal of Bipolar Disorders,INT J BIPOLAR DISORD,399,3.550,0.001490
2085,CLINICAL IMMUNOLOGY,CLIN IMMUNOL,"8,204",3.548,0.010490
2086,TOXICOLOGY,TOXICOLOGY,"13,936",3.547,0.009240
2087,IEEE Wireless Communications Letters,IEEE WIREL COMMUN LE,"3,436",3.546,0.010820
2088,AAPS Journal,AAPS J,"5,918",3.545,0.009160
2088,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,INT J GEOGR INF SCI,"5,816",3.545,0.005530
2088,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,INT J GEOGR INF SCI,"5,816",3.545,0.005530
2088,JOURNAL OF HUMAN GENETICS,J HUM GENET,"4,124",3.545,0.008270
2088,JOURNAL OF THE LEARNING SCIENCES,J LEARN SCI,"2,376",3.545,0.001610
2088,MEDIATORS OF INFLAMMATION,MEDIAT INFLAMM,"11,203",3.545,0.026320
2094,Biotechnology Journal,BIOTECHNOL J,"5,615",3.543,0.009790
2094,ORGANIZATION STUDIES,ORGAN STUD,"8,184",3.543,0.007890
2094,Smart Materials and Structures,SMART MATER STRUCT,"19,870",3.543,0.025140
2094,Therapeutic Advances in Endocrinology and Metabolism,THER ADV ENDOCRINOL,477,3.543,0.001060
2098,AGRICULTURAL WATER MANAGEMENT,AGR WATER MANAGE,"14,058",3.542,0.012640
2098,BASIN RESEARCH,BASIN RES,"3,340",3.542,0.003670
2098,JOURNAL OF CLINICAL ANESTHESIA,J CLIN ANESTH,"4,401",3.542,0.006680
2098,Wiley Interdisciplinary Reviews-Systems Biology and Medicine,WIRES SYST BIOL MED,"1,165",3.542,0.002190
2102,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,INT J INFECT DIS,"7,119",3.538,0.016940
2102,JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,J ROY SOC MED,"4,051",3.538,0.003080
2102,MARINE AND PETROLEUM GEOLOGY,MAR PETROL GEOL,"12,161",3.538,0.019240
2105,BIOMASS & BIOENERGY,BIOMASS BIOENERG,"20,720",3.537,0.017380
2105,COGNITION,COGNITION,"17,585",3.537,0.025570
2105,Journal of Proteomics,J PROTEOMICS,"9,688",3.537,0.020630
2108,JOURNAL OF INTELLIGENT MANUFACTURING,J INTELL MANUF,"3,783",3.535,0.003740
2108,MECHANISM AND MACHINE THEORY,MECH MACH THEORY,"8,565",3.535,0.008250
2110,HUMAN COMMUNICATION RESEARCH,HUM COMMUN RES,"3,463",3.534,0.002470
2110,IEEE Geoscience and Remote Sensing Letters,IEEE GEOSCI REMOTE S,"12,217",3.534,0.023700
2110,JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS,J PHYS G NUCL PARTIC,"6,489",3.534,0.011380
2110,World Journal of Stem Cells,WORLD J STEM CELLS,"1,271",3.534,0.003390
2114,Adipocyte,ADIPOCYTE,723,3.533,0.002460
2114,MOLECULES AND CELLS,MOL CELLS,"4,449",3.533,0.007360
2116,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,DEV MED CHILD NEUROL,"12,256",3.532,0.013840
2116,EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,EUR J PHARM SCI,"13,111",3.532,0.014740
2118,ACTA DERMATO-VENEREOLOGICA,ACTA DERM-VENEREOL,"6,236",3.531,0.008890
2118,BOREAS,BOREAS,"3,074",3.531,0.003970
2118,IEEE-ACM Transactions on Audio Speech and Language Processing,IEEE-ACM T AUDIO SPE,"3,110",3.531,0.006820
2121,ADVANCES IN ANATOMIC PATHOLOGY,ADV ANAT PATHOL,"1,518",3.530,0.002250
2121,CHROMOSOMA,CHROMOSOMA,"3,180",3.530,0.004730
2121,HEALTH PSYCHOLOGY,HEALTH PSYCHOL,"11,641",3.530,0.016190
2121,HEALTH PSYCHOLOGY,HEALTH PSYCHOL,"11,641",3.530,0.016190
2121,Vehicular Communications,VEH COMMUN,554,3.530,0.000990
2126,RHEUMATIC DISEASE CLINICS OF NORTH AMERICA,RHEUM DIS CLIN N AM,"2,234",3.527,0.003590
2127,DRUG SAFETY,DRUG SAFETY,"5,301",3.526,0.006980
2127,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,ENG APPL ARTIF INTEL,"6,789",3.526,0.009660
2127,IET Control Theory and Applications,IET CONTROL THEORY A,"7,815",3.526,0.016920
2127,TRANSPLANT INTERNATIONAL,TRANSPL INT,"4,868",3.526,0.009180
2131,JOURNAL OF ARTHROPLASTY,J ARTHROPLASTY,"18,401",3.524,0.034330
2131,Journal of Mixed Methods Research,J MIX METHOD RES,"1,436",3.524,0.001300
2131,Semantic Web,SEMANT WEB,798,3.524,0.001910
2134,INTERNATIONAL JOURNAL OF EATING DISORDERS,INT J EAT DISORDER,"8,728",3.523,0.008900
2134,INTERNATIONAL JOURNAL OF EATING DISORDERS,INT J EAT DISORDER,"8,728",3.523,0.008900
2136,APPLIED PHYSICS LETTERS,APPL PHYS LETT,"222,642",3.521,0.224700
2137,QUARTERLY REVIEW OF BIOLOGY,Q REV BIOL,"4,146",3.519,0.001280
2138,COMPUTERS & INDUSTRIAL ENGINEERING,COMPUT IND ENG,"11,625",3.518,0.014290
2138,Elementa-Science of the Anthropocene,ELEMENTA-SCI ANTHROP,879,3.518,0.003320
2138,Frontiers in Cellular and Infection Microbiology,FRONT CELL INFECT MI,"5,795",3.518,0.017950
2138,JOURNAL OF ADVERTISING,J ADVERTISING,"4,143",3.518,0.002410
2142,Frontiers in Genetics,FRONT GENET,"7,448",3.517,0.026150
2142,JOURNAL OF ALZHEIMERS DISEASE,J ALZHEIMERS DIS,"20,383",3.517,0.041440
2142,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART C-ENVIRONMENTAL CARCINOGENESIS & ECOTOXICOLOGY REVIEWS,J ENVIRON SCI HEAL C,994,3.517,0.000780
2142,Journal of Energy Storage,J ENERGY STORAGE,"1,348",3.517,0.002700
2142,STRUCTURAL SAFETY,STRUCT SAF,"3,717",3.517,0.004340
2142,TRIBOLOGY INTERNATIONAL,TRIBOL INT,"15,027",3.517,0.017170
2148,NUCLEAR FUSION,NUCL FUSION,"13,696",3.516,0.020990
2149,Fractional Calculus and Applied Analysis,FRACT CALC APPL ANAL,"2,108",3.514,0.004610
2150,Rice,RICE,"1,581",3.513,0.003720
2151,AMERICAN JOURNAL OF CHINESE MEDICINE,AM J CHINESE MED,"3,152",3.510,0.002950
2151,IEEE Antennas and Wireless Propagation Letters,IEEE ANTENN WIREL PR,"14,810",3.510,0.031740
2153,Brain Tumor Pathology,BRAIN TUMOR PATHOL,739,3.509,0.001470
2154,High Voltage,HIGH VOLT,242,3.508,0.000760
2154,WEST EUROPEAN POLITICS,WEST EUR POLIT,"3,288",3.508,0.006590
2156,Materials Science and Engineering B-Advanced Functional Solid-State Materials,MATER SCI ENG B-ADV,"10,565",3.507,0.005690
2157,REVIEWS IN FISH BIOLOGY AND FISHERIES,REV FISH BIOL FISHER,"3,438",3.506,0.003380
2158,PHARMACOGENOMICS JOURNAL,PHARMACOGENOMICS J,"2,744",3.503,0.004600
2159,JAMA Otolaryngology-Head & Neck Surgery,JAMA OTOLARYNGOL,"2,855",3.502,0.012700
2160,APPETITE,APPETITE,"17,300",3.501,0.024990
2160,BMC GENOMICS,BMC GENOMICS,"39,876",3.501,0.095260
2162,CELL STRUCTURE AND FUNCTION,CELL STRUCT FUNCT,"1,014",3.500,0.000810
2162,FUTURE OF CHILDREN,FUTURE CHILD,"2,013",3.500,0.002230
2164,PLANT CELL REPORTS,PLANT CELL REP,"8,478",3.499,0.009350
2164,TOXICOLOGY LETTERS,TOXICOL LETT,"15,231",3.499,0.013660
2166,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,J EXP PSYCHOL GEN,"10,926",3.498,0.021920
2167,ORGANIC ELECTRONICS,ORG ELECTRON,"12,429",3.495,0.018640
2168,BREAST,BREAST,"4,845",3.494,0.011250
2169,EXPERIMENTAL THERMAL AND FLUID SCIENCE,EXP THERM FLUID SCI,"11,038",3.493,0.015080
2170,SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,SCAND J WORK ENV HEA,"5,026",3.491,0.005010
2170,SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,SCAND J WORK ENV HEA,"5,026",3.491,0.005010
2172,Ad Hoc Networks,AD HOC NETW,"5,084",3.490,0.006850
2172,ORGANIC & BIOMOLECULAR CHEMISTRY,ORG BIOMOL CHEM,"32,868",3.490,0.055260
2174,ANESTHESIA AND ANALGESIA,ANESTH ANALG,"26,123",3.489,0.022820
2174,PSYCHIATRY AND CLINICAL NEUROSCIENCES,PSYCHIAT CLIN NEUROS,"3,720",3.489,0.004230
2176,AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,AM J GERIAT PSYCHIAT,"6,965",3.488,0.010960
2176,AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,AM J GERIAT PSYCHIAT,"6,965",3.488,0.010960
2176,INTERNATIONAL JOURNAL OF THERMAL SCIENCES,INT J THERM SCI,"11,793",3.488,0.014250
2176,THIN-WALLED STRUCTURES,THIN WALL STRUCT,"9,414",3.488,0.013970
